subject, run, tests, empirical, laplace, localgt, reset1, reset10, b1, f1, f2, f3, f4, v1, v2, v3, v4
freetype, 13, 25600, 639,  266, 6243, 875733, 19058, 225,  520, 89, 13, 60,  994, 208, 80, 65
freetype, 13, 51200, 551,  272, 4362, 404251, 4250, 96,  463, 25, 21, 39,  778, 130, 139, 82
freetype, 13, 102400, 787,  329, 4254, 84097, 5716, 103,  430, 44, 17, 16,  869, 122, 70, 48
freetype, 13, 204800, 903,  478, 3830, 327493, 186139, 140,  475, 93, 52, 39,  834, 75, 71, 46
freetype, 13, 409600, 1186,  538, 3048, 217007, 11455, 167,  414, 25, 7, 94,  816, 73, 65, 37
freetype, 13, 819200, 2807,  844, 3723, 804117, 59180, 433,  406, 22, 30, 52,  892, 125, 108, 75
freetype, 13, 1638400, 3965,  1415, 4806, 678529, 183586, 232,  404, 21, 7, 25,  952, 151, 135, 110
freetype, 13, 3276800, 2293,  1553, 2996, 4203367, 64401, 235,  377, 11, 5, 19,  748, 103, 117, 83
freetype, 13, 6553600, 1940,  1681, 2137, 709049, 25003, 162,  371, 6, 4, 0,  602, 67, 51, 94
freetype, 13, 13107200, 2535,  2013, 2563, 7856617, 5507335, 150,  330, 1, 3, 7,  517, 51, 40, 42
freetype, 13, 26214400, 2341,  2388, 2573, 1852919, 6606, 207,  295, 0, 5, 0,  409, 23, 23, 15
freetype, 14, 100, 51,  144, 4224, 11800, 5560, 333,  845, 126, 18, 127,  1002, 128, 36, 20
freetype, 14, 200, 55,  102, 4973, 3600, 530, 156,  853, 72, 105, 4,  905, 53, 146, 10
freetype, 14, 400, 68,  91, 2240, 2068, 1443, 126,  792, 40, 169, 29,  911, 35, 124, 42
freetype, 14, 800, 118,  306, 2403, 667, 1844, 36,  675, 72, 61, 137,  786, 198, 52, 114
freetype, 14, 1600, 234,  64, 2611, 2133, 1194, 487,  475, 61, 155, 113,  867, 41, 25, 129
freetype, 14, 3200, 232,  101, 2545, 228267, 3675, 273,  506, 28, 50, 344,  939, 111, 80, 112
freetype, 14, 6400, 327,  236, 3325, 166400, 26160, 212,  568, 49, 54, 174,  999, 85, 53, 108
freetype, 14, 12800, 463,  167, 4912, 354133, 9701, 225,  407, 58, 83, 153,  719, 210, 85, 127
freetype, 14, 25600, 583,  206, 4924, 17605, 35482, 223,  388, 65, 29, 120,  863, 92, 49, 107
freetype, 14, 51200, 762,  277, 4390, 172949, 5795, 199,  396, 13, 86, 107,  821, 87, 50, 181
freetype, 14, 102400, 917,  392, 5210, 182834, 67671, 309,  216, 7, 9, 18,  535, 99, 64, 81
freetype, 14, 204800, 2194,  642, 7029, 648316, 56252, 478,  186, 54, 42, 86,  929, 113, 96, 53
freetype, 14, 409600, 4013,  1080, 6870, 1898532, 132108, 467,  105, 51, 41, 35,  1077, 148, 138, 94
freetype, 14, 819200, 4188,  1442, 8695, 5231036, 364561, 553,  98, 40, 36, 92,  1013, 212, 176, 140
freetype, 14, 1638400, 2830,  1678, 6123, 2754877, 53830, 335,  35, 27, 22, 14,  837, 159, 162, 118
freetype, 14, 3276800, 2577,  1896, 4194, 793117, 85536, 320,  33, 16, 15, 6,  558, 205, 171, 131
freetype, 14, 6553600, 4613,  2301, 3855, 6588646, 399287, 383,  11, 6, 6, 20,  548, 141, 174, 93
freetype, 14, 13107200, 4829,  2893, 4074, 2371085, 2316395, 262,  11, 10, 14, 4,  387, 136, 83, 87
freetype, 14, 26214400, 3146,  3212, 3600, 2938883, 61112, 295,  2, 4, 0, 2,  214, 44, 29, 32
freetype, 14, 52428800, 2708,  3543, 3630, 252685196, 16497, 157,  2, 0, 0, 2,  107, 18, 26, 17
freetype, 15, 100, 17,  429, 3796, 69900, 88, 696,  1186, 56, 2, 15,  1203, 70, 1, 3
freetype, 15, 200, 85,  51, 3294, 105, 485, 73,  1126, 8, 36, 73,  1178, 29, 25, 55
freetype, 15, 400, 91,  49, 3907, 350, 553, 43,  1130, 14, 13, 16,  1224, 18, 33, 19
freetype, 15, 800, 94,  99, 2152, 5120, 108, 134,  965, 109, 28, 10,  1207, 273, 19, 14
freetype, 15, 1600, 126,  75, 2702, 1132, 775, 155,  760, 11, 71, 188,  1107, 11, 165, 66
freetype, 15, 3200, 179,  65, 3640, 86871, 609, 97,  722, 26, 44, 131,  984, 84, 168, 10
freetype, 15, 6400, 211,  133, 2843, 503467, 2325, 362,  801, 27, 22, 24,  1149, 154, 53, 59
freetype, 15, 12800, 375,  122, 3146, 77849, 7716, 203,  675, 30, 30, 91,  997, 109, 51, 104
freetype, 15, 25600, 459,  202, 4086, 3456000, 28277, 102,  672, 33, 18, 38,  1010, 58, 48, 63
freetype, 15, 51200, 696,  229, 3390, 26880, 32357, 240,  607, 10, 10, 3,  843, 80, 59, 31
freetype, 15, 102400, 695,  289, 2877, 57247, 4319, 119,  553, 12, 16, 41,  843, 48, 43, 45
freetype, 15, 204800, 703,  390, 2994, 719426, 8198, 160,  523, 15, 7, 2,  849, 57, 60, 38
freetype, 15, 409600, 1424,  524, 3201, 358534, 23706, 199,  471, 27, 10, 15,  840, 79, 49, 48
freetype, 15, 819200, 1798,  719, 2406, 614965, 71293, 416,  443, 18, 3, 4,  876, 66, 50, 37
freetype, 15, 1638400, 3311,  1022, 2882, 837469, 250806, 668,  433, 18, 12, 24,  999, 110, 90, 54
freetype, 15, 3276800, 4067,  1570, 3744, 4340696, 568237, 436,  398, 9, 10, 8,  858, 107, 85, 94
freetype, 15, 6553600, 3535,  1920, 3976, 16866062, 16866062, 157,  384, 5, 6, 2,  737, 105, 71, 102
freetype, 15, 13107200, 2341,  2151, 2540, 1215723, 3920, 222,  375, 2, 2, 11,  563, 49, 45, 44
freetype, 15, 26214400, 2317,  2418, 2645, 1026148, 38094, 599,  373, 2, 1, 2,  492, 22, 30, 16
freetype, 15, 52428800, 2752,  3073, 3240, 3272642, 35181, 181,  300, 0, 1, 1,  376, 18, 7, 15
freetype, 16, 100, 52,  171, 7175, 50, 1570, 44,  227, 198, 122, 40,  522, 35, 91, 12
freetype, 16, 200, 77,  163, 11638, 1338, 1088, 418,  325, 184, 217, 132,  628, 188, 64, 62
freetype, 16, 400, 136,  168, 3049, 31000, 745, 424,  460, 79, 28, 1,  736, 104, 154, 20
freetype, 16, 800, 149,  102, 2362, 6914, 7026, 322,  181, 205, 52, 220,  679, 146, 50, 123
freetype, 16, 1600, 130,  93, 2765, 8800, 4773, 155,  116, 153, 154, 208,  706, 19, 34, 121
freetype, 16, 3200, 243,  133, 4342, 208000, 1428, 158,  239, 102, 12, 17,  444, 79, 236, 97
freetype, 16, 6400, 394,  248, 5482, 480000, 26446, 584,  298, 56, 120, 31,  693, 92, 103, 104
freetype, 16, 12800, 563,  325, 7322, 105326, 169326, 472,  322, 103, 93, 57,  826, 95, 107, 131
freetype, 16, 25600, 625,  258, 6932, 96000, 28857, 233,  90, 45, 67, 32,  457, 104, 151, 97
freetype, 16, 51200, 717,  331, 5856, 222968, 3563, 148,  107, 44, 32, 35,  480, 68, 56, 68
freetype, 16, 102400, 942,  412, 7259, 245095, 20628, 213,  85, 63, 23, 88,  559, 87, 77, 58
freetype, 16, 204800, 1244,  555, 5806, 170127, 55348, 529,  53, 21, 33, 16,  802, 107, 101, 69
freetype, 16, 409600, 2032,  753, 5326, 2184533, 51913, 461,  89, 49, 17, 13,  815, 162, 73, 110
freetype, 16, 819200, 3917,  1209, 7114, 4085760, 4085760, 501,  60, 29, 29, 27,  894, 151, 144, 122
freetype, 16, 1638400, 4013,  1549, 5729, 2775716, 166631, 425,  35, 13, 25, 22,  993, 204, 159, 133
freetype, 16, 3276800, 4782,  2062, 4850, 40365321, 147448, 318,  33, 14, 12, 8,  830, 209, 177, 148
freetype, 16, 6553600, 4107,  2463, 4170, 46331803, 1171186, 219,  37, 9, 5, 7,  749, 154, 115, 115
freetype, 16, 13107200, 3684,  2700, 3215, 9840869, 121929, 264,  4, 1, 4, 2,  457, 84, 51, 64
freetype, 16, 26214400, 3173,  3012, 3301, 2337251, 142498, 236,  2, 0, 1, 1,  220, 36, 28, 31
freetype, 16, 52428800, 3929,  3398, 3848, 16465920, 89262, 187,  3, 7, 0, 0,  169, 20, 11, 17
freetype, 17, 100, 32,  43, 776, 4331, 1771, 9,  50, 644, 189, 17,  918, 7, 738, 17
freetype, 17, 200, 27,  42, 1584, 143, 1113, 31,  66, 637, 21, 44,  903, 42, 27, 37
freetype, 17, 400, 47,  30, 875, 1728, 2816, 88,  17, 636, 26, 87,  1026, 13, 33, 38
freetype, 17, 800, 79,  138, 4386, 4298, 2348, 113,  36, 515, 14, 5,  981, 98, 16, 10
freetype, 17, 1600, 219,  75, 2229, 10426, 2782, 246,  57, 535, 10, 10,  739, 156, 11, 14
freetype, 17, 3200, 210,  105, 4010, 19378, 17613, 153,  48, 488, 54, 15,  791, 64, 96, 62
freetype, 17, 6400, 376,  227, 6363, 37689, 7527, 176,  189, 484, 52, 20,  829, 92, 42, 34
freetype, 17, 12800, 500,  280, 6493, 98499, 5211, 279,  233, 519, 76, 45,  911, 188, 132, 54
freetype, 17, 25600, 550,  275, 6844, 381673, 7642, 126,  133, 455, 56, 23,  889, 169, 59, 37
freetype, 17, 51200, 591,  349, 5363, 414636, 449422, 108,  112, 447, 30, 26,  802, 100, 36, 59
freetype, 17, 102400, 686,  356, 4390, 234321, 4405, 126,  21, 434, 13, 1,  840, 59, 30, 44
freetype, 17, 204800, 761,  417, 3472, 101397, 48114, 226,  52, 421, 16, 4,  824, 51, 96, 45
freetype, 17, 409600, 1022,  506, 2132, 129102, 5201, 183,  14, 416, 11, 13,  718, 93, 65, 41
freetype, 17, 819200, 4736,  1173, 4756, 11728213, 54908, 193,  36, 408, 18, 7,  1032, 92, 128, 97
freetype, 17, 1638400, 2590,  1390, 3572, 353699, 86914, 235,  49, 355, 27, 14,  865, 131, 119, 80
freetype, 17, 3276800, 2252,  1459, 2451, 1534717, 29155, 225,  4, 350, 3, 2,  824, 79, 99, 76
freetype, 17, 6553600, 2727,  1815, 2936, 3713509, 498540, 556,  19, 343, 6, 3,  653, 88, 72, 54
freetype, 17, 13107200, 3637,  2119, 2706, 20388978, 172710, 271,  3, 316, 4, 4,  555, 82, 57, 47
freetype, 17, 26214400, 3387,  2525, 2858, 5343416, 123577, 536,  2, 310, 2, 9,  514, 30, 106, 23
freetype, 17, 52428800, 3029,  2898, 2967, 516755, 34239, 172,  0, 0, 307, 1,  409, 20, 10, 10
freetype, 18, 100, 23,  21, 1404, 733, 65, 33,  29, 1493, 58, 104,  1562, 14, 121, 4
freetype, 18, 200, 27,  40, 1288, 380, 27, 12,  25, 1479, 43, 100,  1561, 7, 105, 1
freetype, 18, 400, 97,  42, 1450, 2133, 4, 428,  38, 1463, 68, 106,  1589, 5, 114, 7
freetype, 18, 800, 56,  229, 840, 5067, 174, 8,  217, 1460, 39, 108,  1724, 15, 151, 7
freetype, 18, 1600, 97,  44, 708, 310, 916, 25,  10, 1445, 21, 97,  1537, 5, 147, 53
freetype, 18, 3200, 156,  49, 640, 837, 110, 12,  15, 1375, 24, 53,  1485, 7, 93, 62
freetype, 18, 6400, 139,  60, 808, 37867, 233, 14,  15, 1373, 20, 54,  1436, 4, 133, 18
freetype, 18, 12800, 141,  76, 959, 13714, 820, 30,  6, 1366, 14, 65,  1432, 15, 126, 7
freetype, 18, 25600, 100,  90, 837, 14222, 539, 171,  4, 1351, 0, 59,  1401, 19, 58, 62
freetype, 18, 51200, 1354,  218, 5381, 3568640, 37362, 318,  81, 436, 17, 90,  840, 52, 21, 251
freetype, 18, 102400, 1229,  413, 7010, 87388, 11858, 628,  82, 452, 34, 37,  863, 111, 68, 77
freetype, 18, 204800, 855,  451, 4101, 533278, 8879, 213,  29, 413, 2, 24,  790, 71, 58, 59
freetype, 18, 409600, 985,  537, 2846, 243712000, 83351, 206,  25, 396, 28, 28,  739, 73, 46, 65
freetype, 18, 819200, 2252,  727, 2826, 896120, 110772, 281,  43, 402, 5, 12,  953, 52, 78, 93
freetype, 18, 1638400, 4592,  1319, 4465, 2520374, 319005, 296,  30, 396, 29, 19,  837, 121, 95, 167
freetype, 18, 3276800, 3676,  1649, 3274, 976188, 20731, 262,  15, 387, 9, 10,  797, 88, 77, 76
freetype, 18, 6553600, 3853,  1816, 2336, 4641427, 4641427, 257,  21, 365, 3, 7,  668, 62, 49, 41
freetype, 18, 13107200, 2259,  2058, 2332, 2003532, 52050, 162,  2, 366, 1, 1,  514, 24, 19, 45
freetype, 18, 26214400, 2711,  2320, 2508, 888335, 12913, 201,  1, 354, 4, 1,  454, 12, 20, 22
freetype, 18, 52428800, 2352,  2751, 2944, 567676, 10750, 362,  0, 354, 0, 0,  457, 17, 25, 11
freetype, 19, 100, 34,  37, 2410, 309, 69, 13,  99, 492, 20, 35,  609, 1055, 11, 2
freetype, 19, 200, 31,  23, 1169, 100, 2253, 421,  24, 485, 14, 34,  608, 860, 3, 12
freetype, 19, 400, 58,  26, 636, 30533, 1409, 70,  25, 472, 9, 19,  603, 833, 12, 28
freetype, 19, 800, 84,  48, 491, 800, 308, 10,  55, 512, 9, 19,  623, 63, 15, 829
freetype, 19, 1600, 97,  83, 780, 471, 8646, 22,  362, 496, 18, 10,  932, 70, 15, 586
freetype, 19, 3200, 176,  89, 2264, 2708, 1966, 38,  40, 457, 5, 19,  913, 81, 56, 575
freetype, 19, 6400, 265,  78, 1775, 10057, 3830, 103,  9, 430, 94, 112,  724, 25, 7, 567
freetype, 19, 12800, 206,  110, 2157, 20466, 2190, 771,  10, 422, 22, 14,  686, 32, 21, 574
freetype, 19, 25600, 330,  176, 2135, 65829, 120686, 229,  60, 430, 10, 11,  647, 92, 42, 558
freetype, 19, 51200, 644,  233, 3168, 1551059, 29327, 261,  76, 419, 56, 11,  794, 53, 61, 463
freetype, 19, 102400, 598,  294, 3440, 478933, 284800, 552,  45, 405, 11, 12,  683, 67, 72, 387
freetype, 19, 204800, 825,  371, 3004, 219546, 84247, 200,  66, 399, 6, 15,  818, 65, 28, 302
freetype, 19, 409600, 1672,  550, 4164, 11632640, 11632640, 279,  23, 409, 15, 15,  843, 65, 41, 55
freetype, 19, 819200, 2397,  774, 2943, 1022012, 81405, 268,  39, 401, 6, 10,  881, 92, 74, 57
freetype, 19, 1638400, 3718,  1179, 3294, 1920213, 800996, 239,  31, 405, 13, 8,  958, 103, 97, 72
freetype, 19, 3276800, 2648,  1509, 3285, 612508, 455820, 181,  5, 383, 3, 6,  844, 126, 85, 108
freetype, 19, 6553600, 1790,  1663, 2336, 455507, 21541, 261,  5, 360, 0, 3,  694, 38, 63, 76
freetype, 19, 13107200, 6914,  2865, 4989, 36358536, 2142911, 423,  20, 19, 7, 6,  524, 189, 102, 105
freetype, 19, 26214400, 4886,  3183, 3713, 39662868, 707635, 286,  3, 0, 1, 0,  310, 46, 168, 38
freetype, 19, 52428800, 3988,  3525, 3717, 781643, 123610, 222,  0, 0, 10, 1,  184, 27, 25, 33
freetype, 20, 100, 28,  47, 2208, 34400, 205, 599,  89, 46, 14, 8,  237, 32, 19, 525
freetype, 20, 200, 60,  40, 2837, 1800, 123, 202,  48, 46, 343, 82,  535, 104, 55, 515
freetype, 20, 400, 75,  84, 4117, 13550, 65, 697,  125, 102, 104, 47,  381, 83, 68, 539
freetype, 20, 800, 134,  105, 2128, 652800, 257600, 187,  225, 160, 232, 43,  627, 123, 64, 503
freetype, 20, 1600, 191,  166, 6951, 36000, 7008, 306,  175, 187, 89, 72,  484, 234, 54, 559
freetype, 20, 3200, 245,  141, 5753, 4026, 3307, 324,  146, 186, 90, 114,  601, 112, 58, 584
freetype, 20, 6400, 361,  207, 8818, 14700, 14505, 221,  192, 107, 64, 61,  539, 136, 83, 508
freetype, 20, 12800, 377,  236, 6451, 152533, 58880, 299,  192, 36, 45, 70,  507, 104, 79, 484
freetype, 20, 25600, 550,  267, 6999, 3614720, 18958, 116,  111, 30, 25, 49,  511, 93, 87, 480
freetype, 20, 51200, 739,  277, 4503, 365342, 43656, 135,  49, 22, 16, 15,  354, 61, 41, 493
freetype, 20, 102400, 731,  336, 4196, 59477, 86097, 650,  19, 13, 18, 31,  343, 124, 42, 484
freetype, 20, 204800, 970,  543, 4237, 1986996, 580580, 472,  150, 40, 21, 27,  505, 111, 45, 62
freetype, 20, 409600, 2301,  727, 5759, 1391881, 2271763, 553,  60, 22, 48, 51,  719, 102, 69, 101
freetype, 20, 819200, 3232,  1082, 6038, 4771240, 41510, 464,  32, 38, 17, 15,  884, 156, 112, 83
freetype, 20, 1638400, 4856,  1678, 6164, 1733238, 731885, 432,  51, 23, 26, 34,  970, 194, 188, 184
freetype, 20, 3276800, 3541,  1970, 4794, 5599265, 477321, 373,  22, 10, 20, 17,  746, 177, 152, 129
freetype, 20, 6553600, 4543,  2382, 3892, 3327552, 1117794, 351,  18, 14, 5, 21,  616, 163, 139, 136
freetype, 20, 13107200, 3977,  2763, 3841, 9765962, 149175, 307,  4, 41, 5, 8,  444, 96, 94, 68
freetype, 20, 26214400, 4587,  3260, 3917, 1280571, 106973, 220,  5, 0, 0, 3,  392, 65, 50, 36
freetype, 20, 52428800, 4534,  3633, 3961, 4846125, 423212, 172,  3, 7, 3, 18,  154, 30, 30, 28
libcap, 1, 100, 0,  2, 6, 14, 0, 0,  1, 0, 0, 0,  1, 0, 1, 0
libcap, 1, 200, 0,  2, 2, 12, 0, 0,  1, 0, 0, 0,  1, 0, 0, 0
libcap, 1, 400, 0,  2, 6, 59, 0, 0,  1, 0, 0, 0,  1, 0, 6, 0
libcap, 1, 800, 0,  2, 4, 10, 0, 0,  1, 0, 0, 0,  1, 0, 3, 0
libcap, 1, 1600, 3,  2, 3, 5, 0, 1,  1, 0, 0, 0,  1, 0, 0, 0
libcap, 1, 3200, 2,  2, 3, 5, 0, 2,  1, 0, 0, 0,  1, 0, 0, 2
libcap, 1, 6400, 9,  3, 3, 2, 0, 1,  1, 0, 0, 0,  1, 0, 0, 0
libcap, 1, 12800, 4,  6, 9, 23, 42, 0,  1, 0, 0, 0,  3, 0, 0, 1
libcap, 1, 25600, 5,  5, 5, 8, 6, 0,  1, 0, 0, 0,  1, 0, 0, 0
libcap, 1, 51200, 168,  37, 206, 1368, 9, 11,  1, 3, 0, 0,  8, 0, 0, 4
libcap, 1, 102400, 93,  43, 137, 134, 11, 5,  1, 0, 0, 0,  12, 1, 1, 1
libcap, 1, 204800, 433,  62, 130, 10019, 4087, 44,  4, 2, 0, 1,  22, 1, 4, 2
libcap, 1, 409600, 314,  119, 803, 23925, 7303, 65,  2, 26, 0, 1,  106, 3, 5, 7
libcap, 1, 819200, 266,  144, 283, 48935, 196, 185,  6, 1, 0, 1,  67, 6, 6, 10
libcap, 1, 1638400, 370,  187, 335, 22254, 871, 27,  1, 1, 0, 0,  39, 7, 7, 6
libcap, 1, 3276800, 598,  262, 354, 30018, 844, 29,  1, 0, 0, 0,  28, 10, 7, 4
libcap, 1, 6553600, 655,  415, 488, 39126, 74, 47,  1, 0, 0, 0,  19, 11, 15, 0
libcap, 1, 13107200, 243,  402, 438, 843, 8, 30,  1, 0, 0, 0,  13, 9, 2, 3
libcap, 1, 26214400, 406,  438, 504, 73257, 344, 33,  1, 0, 0, 1,  18, 5, 5, 4
libcap, 1, 52428800, 131,  458, 513, 83, 5, 31,  1, 0, 0, 0,  3, 0, 1, 3
libcap, 1, 104857600, 163,  622, 691, 100, 3925, 66,  1, 0, 0, 0,  11, 5, 5, 1
libcap, 1, 209715200, 606,  840, 984, 12294, 173, 37,  1, 0, 0, 0,  23, 4, 3, 0
libcap, 1, 419430400, 284,  796, 881, 2903, 9760, 23,  1, 0, 0, 0,  6, 0, 2, 1
libcap, 1, 838860800, 124,  836, 1211, 9177, 32, 5,  1, 0, 0, 0,  2, 1, 0, 5
libcap, 2, 100, 3,  1, 1, 1, 0, 1,  0, 0, 0, 0,  0, 0, 0, 0
libcap, 2, 200, 0,  2, 2, 57, 0, 0,  0, 0, 0, 0,  0, 0, 6, 0
libcap, 2, 400, 0,  1, 3, 14, 0, 0,  0, 0, 0, 0,  0, 0, 0, 6
libcap, 2, 800, 1,  1, 1, 10, 0, 3,  0, 0, 0, 0,  0, 0, 0, 0
libcap, 2, 1600, 1,  3, 5, 96, 0, 1,  0, 0, 0, 0,  4, 0, 1, 0
libcap, 2, 3200, 2,  4, 4, 27, 0, 0,  0, 0, 0, 0,  0, 0, 1, 1
libcap, 2, 6400, 43,  4, 5, 14, 0, 0,  0, 0, 0, 0,  1, 0, 0, 0
libcap, 2, 12800, 0,  4, 6, 2, 2, 0,  0, 0, 0, 0,  0, 0, 0, 0
libcap, 2, 25600, 0,  4, 7, 2, 1, 0,  0, 0, 0, 0,  0, 0, 0, 0
libcap, 2, 51200, 0,  4, 4, 1, 1, 0,  0, 0, 0, 0,  0, 0, 0, 0
libcap, 2, 102400, 269,  35, 165, 111, 16, 15,  0, 0, 0, 0,  32, 1, 1, 1
libcap, 2, 204800, 123,  59, 129, 276480, 79, 15,  0, 1, 0, 0,  12, 6, 5, 2
libcap, 2, 409600, 121,  64, 129, 1358, 122, 5,  0, 0, 0, 0,  6, 11, 1, 3
libcap, 2, 819200, 88,  82, 142, 32325, 302, 34,  0, 0, 0, 0,  12, 2, 4, 2
libcap, 2, 1638400, 151,  91, 271, 39, 114, 25,  0, 0, 0, 0,  2, 0, 12, 2
libcap, 2, 3276800, 301,  121, 248, 1200, 83, 107,  0, 0, 0, 0,  164, 0, 3, 1
libcap, 2, 6553600, 255,  270, 332, 30233, 33, 36,  0, 1, 0, 0,  21, 5, 3, 11
libcap, 2, 13107200, 1046,  289, 345, 42883, 768, 26,  0, 0, 0, 0,  18, 6, 0, 2
libcap, 2, 26214400, 726,  424, 503, 31451, 118, 86,  0, 0, 0, 0,  18, 4, 3, 1
libcap, 2, 52428800, 109,  470, 521, 47166, 159, 36,  0, 0, 0, 0,  9, 1, 1, 8
libcap, 2, 104857600, 239,  492, 605, 7473, 679, 171,  0, 0, 0, 0,  12, 1, 0, 4
libcap, 2, 209715200, 290,  854, 1002, 2222, 40, 21,  0, 0, 0, 0,  10, 1, 1, 3
libcap, 2, 419430400, 604,  1018, 1110, 2094, 96, 81,  0, 0, 0, 0,  22, 1, 1, 1
libcap, 2, 838860800, 478,  1051, 1270, 289719, 81, 10,  0, 0, 0, 0,  18, 6, 0, 1
libcap, 3, 100, 0,  1, 1, 1, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
libcap, 3, 200, 0,  2, 4, 42, 0, 0,  1, 0, 0, 0,  1, 0, 0, 1
libcap, 3, 400, 1,  2, 3, 16, 0, 3,  1, 0, 0, 0,  7, 0, 0, 0
libcap, 3, 800, 0,  2, 2, 9, 0, 0,  1, 0, 0, 0,  1, 0, 0, 0
libcap, 3, 1600, 1,  2, 2, 7, 0, 3,  1, 0, 0, 0,  1, 0, 0, 0
libcap, 3, 3200, 3,  2, 2, 7, 0, 1,  1, 0, 0, 0,  1, 0, 0, 0
libcap, 3, 6400, 1,  3, 4, 7, 0, 3,  1, 0, 0, 0,  2, 0, 0, 0
libcap, 3, 12800, 0,  5, 8, 6, 0, 0,  1, 0, 0, 0,  1, 0, 0, 0
libcap, 3, 25600, 2,  4, 5, 2, 0, 0,  1, 0, 0, 0,  1, 0, 0, 0
libcap, 3, 51200, 181,  28, 115, 142, 222, 24,  1, 0, 0, 0,  8, 0, 1, 0
libcap, 3, 102400, 81,  55, 139, 21872, 3977, 10,  3, 0, 0, 0,  36, 4, 2, 3
libcap, 3, 204800, 61,  57, 103, 445, 17, 4,  1, 0, 0, 0,  15, 3, 18, 3
libcap, 3, 409600, 104,  63, 149, 7410, 36, 10,  1, 0, 5, 0,  23, 3, 2, 1
libcap, 3, 819200, 27,  73, 175, 252, 10, 1,  1, 0, 0, 0,  10, 0, 0, 1
libcap, 3, 1638400, 602,  115, 261, 14027, 13219, 33,  1, 0, 0, 0,  54, 2, 9, 0
libcap, 3, 3276800, 613,  186, 350, 10123, 13, 13,  1, 0, 0, 0,  56, 1, 2, 3
libcap, 3, 6553600, 527,  290, 430, 16379, 352, 78,  1, 0, 0, 0,  38, 8, 12, 3
libcap, 3, 13107200, 832,  342, 401, 132351, 1655, 70,  1, 0, 0, 1,  28, 3, 4, 5
libcap, 3, 26214400, 149,  396, 448, 3920, 36, 88,  1, 0, 0, 3,  12, 2, 3, 4
libcap, 3, 52428800, 201,  411, 442, 8681, 12, 24,  1, 0, 0, 0,  12, 5, 2, 0
libcap, 3, 104857600, 564,  580, 717, 782, 72, 32,  1, 0, 0, 0,  5, 3, 3, 2
libcap, 3, 209715200, 398,  626, 724, 502, 203, 41,  1, 0, 0, 0,  4, 0, 0, 1
libcap, 3, 419430400, 2255,  762, 881, 405763, 2809, 27,  1, 0, 0, 0,  21, 7, 10, 13
libcap, 3, 838860800, 168,  958, 1086, 1600, 58, 4,  1, 0, 0, 0,  4, 0, 0, 1
libcap, 4, 100, 0,  2, 2, 15, 0, 0,  1, 0, 0, 0,  1, 0, 0, 0
libcap, 4, 200, 0,  2, 2, 25, 0, 0,  1, 0, 0, 0,  1, 0, 0, 0
libcap, 4, 400, 0,  2, 2, 10, 0, 0,  1, 0, 0, 0,  1, 0, 0, 0
libcap, 4, 800, 0,  2, 2, 7, 0, 0,  1, 0, 0, 0,  1, 0, 0, 0
libcap, 4, 1600, 0,  2, 2, 7, 0, 0,  1, 0, 0, 0,  1, 0, 0, 0
libcap, 4, 3200, 0,  2, 2, 6, 0, 0,  1, 0, 0, 0,  1, 0, 0, 0
libcap, 4, 6400, 4,  3, 3, 12, 0, 2,  1, 0, 0, 0,  1, 0, 0, 0
libcap, 4, 12800, 4,  4, 5, 9, 0, 0,  1, 0, 0, 0,  1, 0, 0, 0
libcap, 4, 25600, 1,  4, 5, 4, 0, 1,  1, 0, 0, 0,  1, 0, 0, 0
libcap, 4, 51200, 2,  5, 5, 3, 6, 4,  1, 0, 0, 0,  1, 0, 0, 0
libcap, 4, 102400, 370,  56, 169, 4527, 219, 13,  2, 1, 1, 0,  38, 2, 0, 3
libcap, 4, 204800, 124,  67, 184, 44, 28, 18,  1, 0, 0, 0,  11, 5, 9, 3
libcap, 4, 409600, 251,  104, 176, 14492, 828, 16,  2, 0, 0, 0,  17, 5, 4, 5
libcap, 4, 819200, 156,  130, 403, 13078, 1895, 136,  1, 0, 0, 1,  11, 3, 6, 0
libcap, 4, 1638400, 416,  154, 233, 31133, 865, 91,  1, 0, 0, 0,  26, 7, 1, 4
libcap, 4, 3276800, 219,  169, 257, 2843, 127, 56,  1, 0, 0, 0,  12, 14, 0, 0
libcap, 4, 6553600, 136,  233, 308, 3417, 94, 16,  1, 0, 0, 0,  17, 3, 2, 1
libcap, 4, 13107200, 457,  337, 509, 548673, 143, 17,  1, 0, 2, 0,  5, 1, 1, 2
libcap, 4, 26214400, 1288,  362, 610, 2518184, 1299, 24,  9, 3, 0, 2,  28, 2, 1, 3
libcap, 4, 52428800, 979,  491, 579, 17884, 60, 53,  1, 0, 0, 0,  15, 0, 2, 0
libcap, 4, 104857600, 816,  688, 760, 563804, 244, 51,  1, 0, 2, 2,  16, 4, 1, 1
libcap, 4, 209715200, 269,  776, 929, 58, 80, 56,  1, 0, 0, 0,  2, 0, 0, 0
libcap, 4, 419430400, 1100,  894, 964, 22574, 715, 50,  1, 0, 0, 0,  14, 4, 5, 1
libcap, 4, 838860800, 1206,  1173, 1348, 125796, 282, 32,  1, 0, 0, 0,  11, 1, 1, 1
libcap, 5, 100, 0,  3, 9, 2, 0, 0,  1, 0, 0, 0,  2, 0, 0, 0
libcap, 5, 200, 0,  2, 6, 32, 0, 0,  1, 0, 0, 6,  7, 0, 0, 0
